24300	他昨天从国外回来。	他昨天從國外迴來。	tā zuótiān cóng guówài huílai 。	Yesterday he returned from abroad.
24301	那是他们的书。	那是他們的書。	nà shì tāmen de shū 。	That is their book.
24302	别那么猴急，年轻人。	別那麼猴急，年輕人。	bié nàme hóují ， niánqīngrén 。	Do not be so hurry, young man.
24303	握住你的马，年轻人。	握住你的馬，年輕人。	wòzhù nǐ de mǎ ， niánqīngrén 。	Hold your horses, young man.
24304	是的，我知道。	是的，我知道。	shì de ， wǒ zhīdào 。	Yeah, I know.
24305	请不要打开此门。	請不要打開此門。	qǐng bùyào dǎkāi cǐmén 。	Please do not open this door.
24306	布莱恩正握着凯特的手。	布萊恩正握著凱特的手。	bùláiēn zhèngwò zhe kǎitè de shǒu 。	Brian was holding Kate's hand.
24307	做他告诉你的事。	做他告訴你的事。	zuò tā gàosu nǐ de shì 。	He tells you to do something.
24308	我同意他的观点。	我同意他的觀點。	wǒ tóngyì tā de guāndiǎn 。	I agree with him.
24309	我指望你了。	我指望你瞭。	wǒ zhǐwàng nǐ le 。	I'm counting on you.
24310	一个朋友明天要过来。	一個朋友明天要過來。	yīgè péngyou míngtiān yào guòlái 。	A friend to come tomorrow.
24311	他勉强地通过了考试。	他勉強地通過瞭考試。	tā miǎnqiǎng dì tōngguò le kǎoshì 。	He barely passed the exam.
24312	他不再住在这里了。	他不再住在這裡瞭。	tā bùzài zhù zài zhèlǐ le 。	He does not live here anymore.
24313	你发烧了吗？	你發燒瞭嗎？	nǐ fāshāo le mǎ ？	You have a fever?
24314	今年夏天我去法国。	今年夏天我去法國。	jīnniánxiàtiān wǒ qù fǎguó 。	This summer I went to France.
24315	非常感谢您昨晚美妙的晚餐。	非常感謝您昨晚美妙的晚餐。	fēicháng gǎnxiènín zuówǎn měimiào de wǎncān 。	Thank you for a wonderful dinner last night.
24316	你明白，不是吗？	你明白，不是嗎？	nǐ míngbai ， bùshì mǎ ？	You understand, do not you?
24317	你是委员会中的成员吗？	你是委員會中的成員嗎？	nǐ shì wěiyuánhuì zhōng de chéngyuán mǎ ？	You are a member of the committee do?
24318	不要取笑人。	不要取笑人。	bùyào qǔxiào rén 。	Do not make fun of people.
24319	他照顾孩子。	他照顧孩子。	tā zhàogu háizi 。	He took care of the children.
24320	他写了一封信。	他寫瞭一封信。	tā xiě le yīfēngxìn 。	He wrote a letter.
24321	你要唱歌吗？	你要唱歌嗎？	nǐ yào chànggē mǎ ？	You want to sing?
24322	台风正接近日本。	颱風正接近日本。	táifēng zhèng jiējìn rìběn 。	Typhoon is approaching Japan.
24323	贝蒂会弹钢琴。	貝蒂會彈鋼琴。	bèidìhuì dàngāngqín 。	Betty can play the piano.
24324	我不是个老师。	我不是個老師。	wǒ bùshì ge lǎoshī 。	I'm not a teacher.
24325	昨天他喝了很多。	昨天他喝瞭很多。	zuótiān tā hē le hěnduō 。	Yesterday, he drank a lot.
24326	他通过了入学考试。	他通過瞭入學考試。	tā tōngguò le rùxuékǎoshì 。	He passed the entrance examination.
24327	你曾经爱过一个男人吗？	你曾經愛過一個男人嗎？	nǐ céngjīng àiguò yīgè nánrén mǎ ？	Have you ever loved a man?
24328	有人可以唸这个字吗？	有人可以唸這個字嗎？	yǒurén kěyǐ niàn zhège zì mǎ ？	Some people can pronounce this word it?
24329	你说得很对。	你說得很對。	nǐ shuō de hěn duì 。	you are right.
24330	他可能会不高兴。	他可能會不高興。	tā kěnéng huì bù gāoxìng 。	He probably will not be happy.
24331	你相信神话传说吗？	你相信神話傳說嗎？	nǐ xiāngxìn shénhuàchuánshuō mǎ ？	Do you believe in myths and legends it?
24332	贝蒂正在浇花。	貝蒂正在澆花。	bèidì zhèngzài jiāohuā 。	Betty is watering the flowers.
24333	他出生于长崎。	他齣生於長崎。	tuòchū shēngwū chángqí 。	He was born in Nagasaki.
24334	请给我一张票。	請給我一張票。	qǐnggěi wǒ yīzhāng piào 。	Please give me a ticket.
24335	他不记得我的地址了。	他不記得我的地址瞭。	tā bù jìde wǒ de dìzhǐ le 。	He could not remember my address up.
24336	我在那里没遇见任何人。	我在那裡沒遇見任何人。	wǒ zài nàli méi yùjiàn rènhérén 。	I have not met anybody in there.
24337	弗雷德总是说谎。	弗雷德總是說謊。	fúléidé zǒngshì shuōhuǎng 。	Fred always lie.
24338	他不需要工作。	他不需要工作。	tā bù xūyào gōngzuò 。	He does not need to work.
24339	你认识布朗先生吗？	你認識布朗先生嗎？	nǐ rènshi bùlǎng xiānsheng mǎ ？	You know Mr. Brown?
24340	他只有100美元。	他隻有100美元。	tā zhǐyǒu yīlínglíng měiyuán 。	He only $ 100.
24341	他向你求婚了吗？	他嚮你求婚瞭嗎？	tā xiàng nǐ qiúhūn le mǎ ？	Did he propose to you?
24342	他很少去教堂。	他很少去教堂。	tā hěnshǎo qù jiàotáng 。	He rarely went to church.
24343	一般而言，日本人很害羞。	一般而言，日本人很害羞。	yībānéryán ， rìběn rén hěn hàixiū 。	In general, the Japanese are shy.
24344	洋子昨天去购物。	洋子昨天去購物。	yángzǐ zuótiān qù gòuwù 。	Yoko went shopping yesterday.
24345	樱花非常漂亮。	櫻花非常漂亮。	yīnghuā fēicháng piàoliang 。	Sakura is very beautiful.
24346	一个护士量了我的体温。	一個護士量瞭我的體溫。	yīgè hùshi liàng le wǒ de tǐwēn 。	A nurse took my temperature.
24347	他问了我一个问题。	他問瞭我一個問題。	tuòwèn le wǒ yīgè wèntí 。	He asked me a question.
24348	他决定娶她。	他決定娶她。	tā juédìng qǔ tā 。	He decided to marry her.
24349	安没有妹妹。	安沒有妹妹。	ān méiyǒu mèimei 。	Ann not have a sister.
24350	他常常在那里吃早餐。	他常常在那裡吃早餐。	tā chángcháng zài nàli chī zǎocān 。	He often ate breakfast there.
24351	不要犹豫去问问题。	不要猶豫去問問題。	bùyào yóuyù qùwèn wèntí 。	Do not hesitate to ask questions.
24352	昨天我出席了会议。	昨天我齣席瞭會議。	zuótiān wǒ chūxí le huìyì 。	Yesterday I attended the meeting.
24353	他休了一周的假。	他休瞭一周的假。	tā xiū le yīzhōu de jià 。	Her away a week off.
24354	他常常弹吉他。	他常常彈吉他。	tā chángcháng dàn jítā 。	He often plays guitar.
24355	你没有钱吗？	你沒有錢嗎？	nǐ méiyǒu qián mǎ ？	You do not have money?
24356	他总是忘记事情。	他總是忘記事情。	tā zǒngshì wàngjì shìqing 。	He always forgets things.
24357	他比汤姆矮。	他比湯姆矮。	tā bǐ tāngmǔ ǎi 。	He is shorter than Tom.
24358	你住在筱山市吗?	你住在筱山市嗎?	nǐ zhù zài xiǎoshānshì mǎ ?	Do you live in Sasayama it?
24359	打电话到我办公室来。	打電話到我辦公室來。	dǎdiànhuà dào wǒ bàngōngshì lái 。	Call to my office.
24360	他出去散步。	他齣去散步。	tā chūqù sànbù 。	He went for a walk.
24361	他应该来的。	他應該來的。	tā yīnggāi lái de 。	He should come.
24362	布赖恩让门开着。	布賴恩讓門開著。	bùlàiēn ràngmén kāizháo 。	Brian leave the door open.
24363	他昨天抵达东京。	他昨天抵達東京。	tā zuótiān dǐdá dōngjīng 。	He arrived in Tokyo yesterday.
24364	选一个你喜欢的。	選一個你喜歡的。	xuǎn yīgè nǐ xǐhuan de 。	Choose the one you like.
24365	把水装满桶子。	把水裝滿桶子。	bǎ shuǐ zhuāngmǎn tǒngzǐ 。	The water filled bucket.
24366	海豚是哺乳动物。	海豚是哺乳動物。	hǎitún shì bǔrǔdòngwù 。	Dolphins are mammals.
24367	你让我快乐。	你讓我快樂。	nǐ ràng wǒ kuàilè 。	you make me happy.
24368	回到你的座位。	迴到你的座位。	huídào nǐ de zuòwèi 。	Go back to your seat.
24369	给我点东西吃。	給我點東西吃。	gěiwǒdiǎn dōngxi chī 。	Give me something to eat.
24370	Basho是最伟大的诗人。	Basho是最偉大的詩人。	basho shì zuì wěidà de shīrén 。	Basho was the greatest poet.
24371	圣诞节是一个特别的节日。	聖誕節是一個特別的節日。	shèngdànjié shì yīgè tèbié de jiérì 。	Christmas is a special holiday.
24372	昨天我钓了三条鱼。	昨天我釣瞭三條魚。	zuótiān wǒ diào le sāntiáo yú 。	Yesterday I caught three fish.
24373	他周游全国各地。	他周遊全國各地。	tā zhōuyóu quánguó gèdì 。	He traveled all over the country.
24374	他十分钟前离开了。	他十分鐘前離開瞭。	tā shífènzhōng qián líkāi le 。	He left ten minutes ago.
24375	你以前见过她吗？	你以前見過她嗎？	nǐ yǐqián jiànguò tā mǎ ？	Have you seen her before?
24376	天黑以后不要出门。	天黑以後不要齣門。	tiānhēi yǐhòu bùyào chūmén 。	Do not go out after dark.
24377	我同意你的建议。	我同意你的建議。	wǒ tóngyì nǐ de jiànyì 。	I agree with your suggestion.
24378	快点！我们要迟到了。	快點！我們要遲到瞭。	kuàidiǎn ！ wǒmen yào chídào le 。	Faster! We'll be late.
24379	他很快就会回家。	他很快就會迴傢。	tā hěnkuài jiù huì huíjiā 。	He'll be home soon.
24380	他险些被杀害。	他險些被殺害。	tā xiǎnxiē bèi shāhài 。	He narrowly escaped being killed.
24381	我买了一台不错的照相机。	我買瞭一颱不錯的照相機。	wǒ mǎi le yītái bùcuò de zhàoxiàngjī 。	I bought a good camera.
24382	他终于如愿以偿了。	他終於如願以償瞭。	tā zhōngyú rúyuànyǐcháng le 。	He finally got his wish.
24383	安没有姐妹。	安沒有姐妹。	ān méiyǒu jiěmèi 。	Ann no sisters.
24384	你看了比赛吗？	你看瞭比賽嗎？	nǐ kàn le bǐsài mǎ ？	Did you see the game?
24385	他带回了一些纪念品。	他帶迴瞭一些紀念品。	tā dàihuí le yīxiē jìniànpǐn 。	He brought back some souvenirs.
24386	你在做什么特别的事吗？	你在做什麼特別的事嗎？	nǐ zài zuò shénme tèbié de shì mǎ ？	What special things do you do?
24387	我能看看这个吗？	我能看看這個嗎？	wǒnéng kànkan zhège mǎ ？	Can I see this?
24388	居里夫人是波兰人人，不是法国人。	居裏夫人是波蘭人人，不是法國人。	jūlǐfūren shì bōlánrén rén ， bùshì fǎguórén 。	Marie Curie was Polish everybody, not French.
24389	他的衣服总是很臭。	他的衣服總是很臭。	tā de yīfú zǒngshì hěn chòu 。	His clothes are always very smelly.
24390	我不记得他们的名字了。	我不記得他們的名字瞭。	wǒ bù jìde tāmen de míngzì le 。	I do not remember their names.
24391	我相信规律的运动。	我相信規律的運動。	wǒ xiāngxìn guīlǜ de yùndòng 。	I believe that regular exercise.
24392	他的车真的很酷。	他的車真的很酷。	tuòdechē zhēnde hěnkù 。	His car is really cool.
24393	安非常喜欢巧克力。	安非常喜歡巧剋力。	ān fēicháng xǐhuan qiǎokèlì 。	Ann likes chocolate.
24394	贝多芬是一个伟大的音乐家。	貝多芬是一個偉大的音樂傢。	bèiduōfēn shì yīgè wěidà de yīnyuèjiā 。	Beethoven was a great musician.
24395	他写信给他的父母。	他寫信給他的父母。	tā xiěxìngěi tā de fùmǔ 。	He wrote to his parents.
24396	你能不能修理它？	你能不能修理它？	nǐ néng bùnéng xiūlǐ tā ？	Can you fix it?
24397	他为他的儿子取名詹姆斯。	他為他的兒子取名詹姆斯。	tā wéi tā de érzi qǔmíng zhānmǔsī 。	He named his son James.
24398	我不懂他的玩笑话。	我不懂他的玩笑話。	wǒ bù dǒng tā de wánxiàohuà 。	I do not understand his joke.
24399	他的哥哥很用功读书。	他的哥哥很用功讀書。	tā de gēge hěn yònggōngdúshū 。	His brother is very hard to read.
24400	鲍勃是一个不错的人。	鮑勃是一個不錯的人。	bàobó shì yīgè bùcuò de rén 。	Bob is a nice person.
24401	孩子应该服从他们的父母。	孩子應該服從他們的父母。	háizi yīnggāi fúcóng tāmen de fùmǔ 。	Children should obey their parents.
24402	我不是告诉过你了吗？	我不是告訴過你瞭嗎？	wǒ bùshì gàosu guònǐ le mǎ ？	Did not I tell you?
24403	我以你为荣。	我以你為榮。	wǒ yǐ nǐ wéiróng 。	I am proud of you.
24404	他按下了紧急按钮。	他按下瞭緊急按鈕。	tā àn xià le jǐnjí ànniǔ 。	He pressed the emergency button.
24405	卡罗常常看恐怖电影。	卡羅常常看恐怖電影。	kǎluó chángcháng kàn kǒngbùdiànyǐng 。	Carol often watches horror movies.
24406	有人可以回答我的问题吗？	有人可以迴答我的問題嗎？	yǒurén kěyǐ huídá wǒ de wèntí mǎ ？	Can someone answer my question?
24407	他申请了奖学金。	他申請瞭獎學金。	tā shēnqǐng le jiǎngxuéjīn 。	He applied for a scholarship.
24408	我买了一支手表给她。	我買瞭一支手錶給她。	wǒ mǎi le yīzhī shǒubiǎo jǐ tā 。	I bought a watch for her.
24409	他对我们说了一个谎。	他對我們說瞭一個謊。	tā duì wǒmen shuō le yīgè huǎng 。	He told a lie to us.
24410	我找不到他的家。	我找不到他的傢。	wǒ zhǎo bùdào tā de jiā 。	I can not find his home.
24411	不要丢掉这本杂志。	不要丟掉這本雜誌。	bùyào diūdiào zhèběn zázhì 。	Do not throw away this magazine.
24412	我受不了这么热。	我受不瞭這麼熱。	wǒ shòubùliǎo zhème rè 。	I can not bear the heat.
24413	他在生你的气。	他在生你的氣。	tā zài shēng nǐ de qì 。	He was angry with you.
24414	昨天他写信给我。	昨天他寫信給我。	zuótiān tā xiěxìngěi wǒ 。	Yesterday he wrote to me.
24415	请你在这里签名好吗？	請你在這裡簽名好嗎？	qǐng nǐ zài zhèlǐ qiānmíng hào mǎ ？	Please sign here, please?
24416	一切按计划进行。	一切按計劃進行。	yīqiè ànjìhuà jìnxíng 。	Everything goes according to plan.
24417	他喝太多啤酒。	他喝太多啤酒。	tā hē tài duō píjiǔ 。	He drank too much beer.
24418	你在撒谎，不是吗？	你在撒謊，不是嗎？	nǐ zài sāhuǎng ， bùshì mǎ ？	You're lying, are not you?
24419	你看起来很威严。	你看起來很威嚴。	nǐ kànqǐlai hěn wēiyán 。	You look very dignified.
24420	他拯救了我。	他拯救瞭我。	tā zhěngjiù le wǒ 。	He saved my life.
24421	他真的说得很好。	他真的說得很好。	tā zhēnde shuō de hěn hào 。	He really is very good.
24422	请把报纸拿来给我。	請把報紙拿來給我。	qǐng bǎ bàozhǐ nálái gěiwǒ 。	Please bring me the newspaper.
24423	我找不到我的眼镜。	我找不到我的眼鏡。	wǒ zhǎo bùdào wǒ de yǎnjìng 。	I can not find my glasses.
24424	请把它给我。	請把它給我。	qǐng bǎ tāgěi wǒ 。	Please give it to me.
24425	他同意我的意见。	他同意我的意見。	tā tóngyì wǒ de yìjiàn 。	He agreed with me.
24426	他喜欢独自旅行。	他喜歡獨自旅行。	tā xǐhuan dúzì lǚxíng 。	He likes to travel alone.
24427	他喜欢法语胜过德语。	他喜歡法語勝過德語。	tā xǐhuan fǎyǔ shèngguò déyǔ 。	He likes French than German.
24428	不要相信她说的话。	不要相信她說的話。	bùyào xiāngxìn tā shuō dehuà 。	Do not believe what she was saying.
24429	我们说我们所知道的，为我们所看到的作证；你们却不接受我们的见证。	我們說我們所知道的，為我們所看到的作證；你們卻不接受我們的見證。	wǒmen shuō wǒmen suǒ zhīdào de ， wéi wǒmen suǒ kàndào de zuòzhèng ； nǐmen què bù jiēshòu wǒmen de jiànzhèng 。	We say what we know, as we have seen evidence; you do not accept our testimony.
24430	天然气的价格上升。	天然氣的價格上升。	tiānránqì de jiàgé shàngshēng 。	Gas prices rise.
24431	为什么有意大利小姐却没有意大利先生？	為什麼有意大利小姐卻沒有意大利先生？	wéi shénme yǒu yìdàlì xiǎojie què méiyǒu yìdàlì xiānsheng ？	Why did not Mr. Miss Italy Italy?
24432	这棵树终年常绿。	這棵樹終年常綠。	zhèkēshù zhōngnián chánglǜ 。	This evergreen tree.
24433	因为是星期天，超市非常拥挤。	因為是星期天，超市非常擁擠。	yīnwèi shì xīngqītiān ， chāoshì fēicháng yōngjǐ 。	Because it was Sunday, the supermarket is very crowded.
24434	如果我弄丢了我的钥匙，我就无法锁门了。	如果我弄丟瞭我的鑰匙，我就無法鎖門瞭。	rúguǒ wǒ lòng diūle wǒ de yàoshi ， wǒ jiù wúfǎ suǒmén le 。	If I lost my keys, I can not lock the door.
24435	葛蕾丝还没有来。	葛蕾絲還沒有來。	gě lěisī hái méiyǒu lái 。	Grace has not come.
24436	不要拐弯抹角。	不要拐彎抹角。	bùyào guǎiwānmòjiǎo 。	Do not beat around the bush.
24437	他买了一件毛衣给她。	他買瞭一件毛衣給她。	tā mǎi le yījiàn máoyī jǐ tā 。	He bought a sweater for her.
24438	他担任我的向导。	他擔任我的嚮導。	tā dānrèn wǒ de xiàngdǎo 。	He served as my guide.
24439	上个月我感冒了。	上個月我感冒瞭。	shànggèyuè wǒ gǎnmào le 。	Last month, I have a cold.
24440	昨天我去了迪士尼乐园。	昨天我去瞭迪士尼樂園。	zuótiān wǒ qù le díshìní lèyuán 。	Yesterday I went to Disneyland.
24441	他的笑话让我大笑了。	他的笑話讓我大笑瞭。	tā de xiàohuà ràng wǒ dàxiào le 。	His jokes made me laugh.
24442	他的笑话笑死我了。	他的笑話笑死我瞭。	tā de xiàohuà xiào sǐ wǒ le 。	His jokes killing me.
24443	我希望我可以去。	我希望我可以去。	wǒ xīwàng wǒ kěyǐ qù 。	I wish I could go.
24444	我对你有信心。	我對你有信心。	wǒ duì nǐ yǒu xìnxīn 。	I believe in you.
24445	我很喜欢电影。	我很喜歡電影。	wǒ hěn xǐhuan diànyǐng 。	I love movies.
24446	我会尽力而为。	我會盡力而為。	wǒhuì jìnlì ér wéi 。	I will do my best.
24447	我害怕一个人去。	我害怕一個人去。	wǒ hàipà yīgè rénqù 。	I was afraid to go alone.
24448	米克为婴儿取名为理查。	米剋為嬰兒取名為理查。	mǐkè wéi yīngér qǔmíng wéi lǐchá 。	Mick baby named Richard.
24449	琳达站起来唱歌。	琳達站起來唱歌。	líndá zhàn qǐlai chànggē 。	Linda stood up to sing.
24450	我喜欢茶胜过咖啡。	我喜歡茶勝過咖啡。	wǒ xǐhuan chá shèngguò kāfēi 。	I like tea better than coffee.
24451	我喉咙痛。	我喉嚨痛。	wǒ hóulóngtòng 。	I have sore throat.
24452	Mari和Maki是姐妹。	Mari和Maki是姐妹。	mari hé maki shì jiěmèi 。	Mari and Maki are sisters.
24453	他努力工作为了让他的家人可以过舒适的生活。	他努力工作為瞭讓他的傢人可以過舒適的生活。	tā nǔlì gōngzuò wéi le ràng tā de jiārén kěyǐ guò shūshì de shēnghuó 。	He's working hard to get his family can live a comfortable life.
24454	他承认他有罪。	他承認他有罪。	tā chéngrèn tā yǒuzuì 。	He admitted he was guilty.
24455	我希望那会发生。	我希望那會發生。	wǒ xīwàng nàhuì fāshēng 。	I hope that will happen.
24456	我可以吃这个柳橙吗？	我可以吃這個柳橙嗎？	wǒ kěyǐ chī zhège liǔchéng mǎ ？	Can I eat this orange it?
24457	卡伦生我的气。	卡倫生我的氣。	kǎlúnshēng wǒ de qì 。	Karen angry with me.
24458	吉姆是詹姆斯的简称。	吉姆是詹姆斯的簡稱。	jímǔ shì zhānmǔsī de jiǎnchēng 。	Jim is short for James.
24459	我不喜欢假花。	我不喜歡假花。	wǒ bù xǐhuan jiǎhuā 。	I do not like artificial flowers.
24460	我喜欢打网球和高尔夫球。	我喜歡打網球和高爾夫球。	wǒ xǐhuan dǎwǎngqiú hé gāoěrfūqiú 。	I like to play tennis and golf.
24461	我要更多详细的讯息。	我要更多詳細的訊息。	wǒyào gēng duō xiángxì de xùnxī 。	I want more detailed information.
24462	当他跌倒时，他伤了他的左脚。	當他跌倒時，他傷瞭他的左腳。	dāngtuò diēdǎo shí ， tuòshāng le tā de zuǒjiǎo 。	As he fell, he broke his left foot.
24463	那跟当我是个孩子时所听到的是同样的故事。	那跟當我是個孩子時所聽到的是同樣的故事。	nà gēndāng wǒ shì ge háizi shísuǒ tīngdào de shì tóngyàng de gùshi 。	When I was told that when children hear the same story.
24464	对许多男同性恋者来说，出柜是一个困难的经历。	對許多男同性戀者來說，齣櫃是一個睏難的經歷。	duì xǔduō nán tóngxìngliànzhě láishuō ， chūguì shì yīgè kùnnán de jīnglì 。	For many gay men who, out of the closet is a difficult experience.
24465	上个月我们这儿没有下很多雨。	上個月我們這兒沒有下很多雨。	shànggèyuè wǒmen zhèr méiyǒu xià hěnduō yǔ 。	Last month, we do not have a lot of rain.
24466	在面试的时候你必须见机行事。	在麵試的時候你必須見機行事。	zài miànshì de shíhou nǐ bìxū jiànjīxíngshì 。	In the interview you have to play it by ear.
24467	我知道你的意思。	我知道你的意思。	wǒ zhīdào nǐ de yìsi 。	I know what you mean.
24468	它在你家附近吗？	它在你傢附近嗎？	tā zài nǐjiā fùjìn mǎ ？	It is in the vicinity of your home?
24469	我听到一个不寻常的声音。	我聽到一個不尋常的聲音。	wǒ tīngdào yīgè bù xúncháng de shēngyīn 。	I heard an unusual sound.
24470	我可以借用你的车吗？	我可以藉用你的車嗎？	wǒ kěyǐ jièyòng nǐ de chēma ？	Can I borrow your car?
24471	珍是总统的秘书。	珍是總統的秘書。	zhēnshì zǒngtǒng de mìshū 。	Jane is the secretary to the president.
24472	我认为这是真的。	我認為這是真的。	wǒ rènwéi zhèshì zhēnde 。	I think this is true.
24473	我现在必须离开。	我現在必須離開。	wǒ xiànzài bìxū líkāi 。	I must leave now.
24474	这几乎不值得讨论。	這幾乎不值得討論。	zhè jīhū bù zhíde tǎolùn 。	It's almost not worth discussing.
24475	除了玛丽没有人来。	除瞭瑪麗沒有人來。	chúle mǎlì méiyǒu rénlái 。	In addition to Mary, no one came.
24476	我不喜欢她的脸。	我不喜歡她的臉。	wǒ bù xǐhuan tā de liǎn 。	I do not like her face.
24477	我真的很想要它。	我真的很想要它。	wǒ zhēnde hěn xiǎngyào tā 。	I really want it.
24478	我依稀记得见过他。	我依稀記得見過他。	wǒ yīxījide jiànguò tā 。	I vaguely remember seeing him.
24479	我希望我比较高。	我希望我比較高。	wǒ xīwàng wǒ bǐjiào gāo 。	I wish I had relatively high.
24480	我不想要了。	我不想要瞭。	wǒ bù xiǎngyào le 。	I do not want it.
24481	让我们来拍照吧。	讓我們來拍照吧。	ràng wǒmen lái pāizhào ba 。	Let's take pictures.
24482	我爷爷是个木匠。	我爺爺是個木匠。	wǒ yéye shì ge mùjiàng 。	My grandfather was a carpenter.
24483	我可以跟你一起跑吗？	我可以跟你一起跑嗎？	wǒ kěyǐ gēn nǐ yīqǐ pǎo mǎ ？	I can run it with you?
24484	吉儿和杰克订婚了。	吉兒和傑剋訂婚瞭。	jíér hé jiékè dìnghūn le 。	Jill and Jack are engaged.
24485	我花了大约五十美元。	我花瞭大約五十美元。	wǒhuā le dàyuē wǔshí měiyuán 。	I spent about $ 50.
24486	我每天早上吃早餐。	我每天早上吃早餐。	wǒ měitiān zǎoshang chī zǎocān 。	I eat breakfast every morning.
24487	我爱上她了。	我愛上她瞭。	wǒàishàng tā le 。	I fell in love with her.
24488	珍有很大的麻烦。	珍有很大的麻煩。	zhēnyǒu hěndà de máfan 。	Jane has a lot of trouble.
24489	昨天我很开心地看电视。	昨天我很開心地看電視。	zuótiān wǒ hěn kāixīn dì kàndiànshì 。	Yesterday I was very happy to watch TV.
24490	我也喜欢这个颜色。	我也喜歡這個顏色。	wǒ yě xǐhuan zhège yánsè 。	I also like the color.
24491	这名技师组装了这台引擎。	這名技師組裝瞭這颱引擎。	zhèmíng jìshī zǔzhuāng le zhètái yǐnqíng 。	This technicians assembled this engine.
24492	我喜欢打篮球。	我喜歡打籃球。	wǒ xǐhuan dǎlánqiú 。	I like playing basketball.
24493	我的父亲经营一家餐馆。	我的父親經營一傢餐館。	wǒ de fùqīn jīngyíng yījiā cānguǎn 。	My father runs a restaurant.
24494	麻烦牛排三分熟和一份马铃薯。	麻煩牛排三分熟和一份馬鈴薯。	máfan niúpái sānfēn shú hé yífèn mǎlíngshǔ 。	Trouble-thirds cooked steak and a potato.
24495	我想去那里。	我想去那裡。	wǒ xiǎng qù nàli 。	I want to go there.
24496	我宁愿待在这里而不去。	我寧願待在這裡而不去。	wǒ nìngyuàn dài zài zhèlǐ ér bù qù 。	I would rather stay here and not go.
24497	我拜访了我祖母的房子。	我拜訪瞭我祖母的房子。	wǒ bàifǎng le wǒ zǔmǔ de fángzi 。	I visited my grandmother's house.
24498	我欠你10美元。	我欠你10美元。	wǒ qiàn nǐ yīlíng měiyuán 。	I owe you $ 10.
24499	我的祖父早起。	我的祖父早起。	wǒ de zǔfù zǎoqǐ 。	My grandfather to get up early.
24500	只要把那些包包放在任何地方都行。	隻要把那些包包放在任何地方都行。	zhǐyào bǎ nàxiē bāobāo fàngzài rènhé dìfāng dūxíng 。	As long as those anywhere in the bag will do.
24501	我父亲偶尔出国。	我父親偶爾齣國。	wǒ fùqīn ǒuěr chūguó 。	My father occasionally abroad.
24502	Ken比Seiko年长。	Ken比Seiko年長。	ken bǐ seiko niánzhǎng 。	Ken is older than Seiko.
24503	让我说一件事情。	讓我說一件事情。	ràng wǒ shuō yījiàn shìqing 。	Let me say one thing.
24504	昨天我收到了她的信。	昨天我收到瞭她的信。	zuótiān wǒ shōudào le tā de xìn 。	Yesterday I received her letter.
24505	下次我会更加努力。	下次我會更加努力。	xiàcì wǒhuì gèngjiā nǔlì 。	Next time I will work harder.
24506	数学是我最喜欢的科目。	數學是我最喜歡的科目。	shùxué shì wǒ zuì xǐhuan de kēmù 。	Mathematics is my favorite subject.
24507	天气真是太好了！	天氣真是太好瞭！	tiānqì zhēnshi tàihǎole ！	The weather is really good!
24508	已经过了十点钟了。	已經過瞭十點鐘瞭。	yǐjīng guòle shídiǎnzhōng le 。	It has been ten o'clock.
24509	请​​借我你的书。	請​​藉我你的書。	qǐng ​ ​ jiè wǒ nǐ de shū 。	Please lend me your book.
24510	昨天我跟托尼玩。	昨天我跟托尼玩。	zuótiān wǒ gēn tuōníwán 。	Yesterday I played with Tony.
24511	肯从来没有参观京都。	肯從來沒有參觀京都。	kěn cónglái méiyǒu cānguān jīngdū 。	Ken has never visited Kyoto.
24512	珍自己写了这封信。	珍自己寫瞭這封信。	zhēn zìjǐ xiě le zhè fēngxìn 。	Jane wrote this letter.
24513	我会请你吃寿司。	我會請你吃壽司。	wǒhuì qǐng nǐ chī shòusī 。	I will ask you to eat sushi.
24514	让我们放学后打网球。	讓我們放學後打網球。	ràng wǒmen fàngxué hòu dǎwǎngqiú 。	Let's play tennis after school.
24515	我宁愿待在家里。	我寧願待在傢裡。	wǒ nìngyuàn dài zàijiā lǐ 。	I would rather stay at home.
24516	我会再试一次。	我會再試一次。	wǒhuì zàishìyīcì 。	I'll try again.
24517	我认为它不会成功。	我認為它不會成功。	wǒ rènwéi tā bùhuì chénggōng 。	I think it will not succeed.
24518	让我们明天参观一些寺庙。	讓我們明天參觀一些寺廟。	ràng wǒmen míngtiān cānguān yīxiē sìmiào 。	Let's visit some temples tomorrow.
24519	她精心筹备了这个派对。	她精心籌備瞭這個派對。	tā jīngxīn chóubèi le zhège pàiduì 。	Her careful preparation of this party.
24520	妈咪，我可以去游泳吗？	媽咪，我可以去遊泳嗎？	māmi ， wǒ kěyǐ qù yóuyǒng mǎ ？	Mommy, can I go swimming?
24521	玛丽悄悄地关上了门。	瑪麗悄悄地關上瞭門。	mǎlì qiǎoqiǎodì guānshàng liǎomén 。	Mary quietly closed the door.
24522	我走上山了。	我走上山瞭。	wǒ zǒushàng shān le 。	I took to the Hill.
24523	让我们今天下午打网球。	讓我們今天下午打網球。	ràng wǒmen jīntiānxiàwǔ dǎwǎngqiú 。	Let's play tennis this afternoon.
24524	我会关照它的。	我會關照它的。	wǒhuì guānzhào tā de 。	I'll take care of it.
24525	我明天要离开去加拿大。	我明天要離開去加拿大。	wǒ míngtiān yào líkāi qù jiānádà 。	I want to leave tomorrow to Canada.
